Iterator:: 
T3:: remove: 0.048479676 , time: 0.018874368
Iterator:: 0.016269743 , 0.017046094 , 0.022406816 , 0.024284303 , 0.09414357 , 0.10817248 , 0.112128556 , 0.12955391 , 0.15618688 , 0.16768235 , 0.20304006 , 0.2355721 , 0.25302714 , 0.25999367 , 0.26412302 , 0.26589042 , 0.2746017 , 0.31424302 , 0.32315505 , 0.32807505 , 0.33222216 , 0.3745792 , 0.3861375 , 0.39183944 , 0.40533102 , 0.42434675 , 0.42490906 , 0.43497032 , 0.43955278 , 0.44847977 , 0.45548975 , 0.45651037 , 0.45796204 , 0.4784448 , 0.5127873 , 0.52047485 , 0.5342517 , 0.54534686 , 0.54712 , 0.5525663 , 0.58830756 , 0.5915092 , 0.5925827 , 0.5974919 , 0.60821813 , 0.6540021 , 0.66258 , 0.66907215 , 0.69706464 , 0.71458584 , 0.727938 , 0.74998426 , 0.7679252 , 0.7750365 , 0.79883814 , 0.80160344 , 0.80198944 , 0.8276498 , 0.83569485 , 0.8636834 , 0.8735281 , 0.8742137 , 0.8887044 , 0.8966474 , 0.9303881 , 0.978255 , 0.98532283
T2:: insert: 0.24479681 , time: 0.030408705
T3:: remove: 0.49919456 , time: 0.030408705
T1:: insert: 0.96842396 , time: 0.030408705
T2:: insert: 0.54869086 , time: 0.030408705
T3:: remove: 0.1551165 , time: 0.030408705
T1:: insert: 0.31935138 , time: 0.030408705
T2:: insert: 0.82662666 , time: 0.030408705
T3:: remove: 0.71256524 , time: 0.030408705
T1:: insert: 0.62406886 , time: 0.03145728
T2:: insert: 0.41651565 , time: 0.03145728
T3:: remove: 0.5974919 , time: 0.03145728
T2:: insert: 0.8349928 , time: 0.03145728
T1:: insert: 0.43286347 , time: 0.03145728
T3:: remove: 0.6731055 , time: 0.03145728
T1:: insert: 0.8757544 , time: 0.03145728
T2:: insert: 0.5625761 , time: 0.03145728
T3:: remove: 0.2645272 , time: 0.03145728
T1:: insert: 0.35176665 , time: 0.03145728
T3:: remove: 0.6989651 , time: 0.032505855
T1:: insert: 0.5680343 , time: 0.032505855
T1:: insert: 0.1052233 , time: 0.032505855
T1:: insert: 0.18632823 , time: 0.032505855
Iterator:: 0.016269743 , 0.017046094 , 0.022406816 , 0.024284303 , 0.09414357 , 0.1052233 , 0.10817248 , 0.112128556 , 0.12955391 , 0.15618688 , 0.16768235 , 0.18632823 , 0.20304006 , 0.2355721 , 0.24479681 , 0.25302714 , 0.25999367 , 0.26412302 , 0.26589042 , 0.2746017 , 0.31424302 , 0.31935138 , 0.32315505 , 0.32807505 , 0.33222216 , 0.35176665 , 0.3745792 , 0.3861375 , 0.39183944 , 0.40533102 , 0.41651565 , 0.42434675 , 0.42490906 , 0.43286347 , 0.43497032 , 0.43955278 , 0.44847977 , 0.45548975 , 0.45651037 , 0.45796204 , 0.4784448 , 0.5127873 , 0.52047485 , 0.5342517 , 0.54534686 , 0.54712 , 0.54869086 , 0.5525663 , 0.5625761 , 0.5680343 , 0.58830756 , 0.5915092 , 0.5925827 , 0.60821813 , 0.62406886 , 0.6540021 , 0.66258 , 0.66907215 , 0.69706464 , 0.71458584 , 0.727938 , 0.74998426 , 0.7679252 , 0.7750365 , 0.79883814 , 0.80160344 , 0.80198944 , 0.82662666 , 0.8276498 , 0.8349928 , 0.83569485 , 0.8636834 , 0.8735281 , 0.8742137 , 0.8757544 , 0.8887044 , 0.8966474 , 0.9303881 , 0.96842396 , 0.978255 , 0.98532283
T1:: insert: 0.22743398 , time: 0.032505855
T1:: insert: 0.25722533 , time: 0.03355443
T1:: insert: 0.6117274 , time: 0.03355443
T1:: insert: 0.22648925 , time: 0.03355443
T1:: insert: 0.9123215 , time: 0.03355443
T1:: insert: 0.007664442 , time: 0.03355443
T1:: insert: 0.8314613 , time: 0.03355443
T1:: insert: 0.13625556 , time: 0.034603007
T1:: insert: 0.5231117 , time: 0.034603007
T1:: insert: 0.053655982 , time: 0.034603007
T1:: insert: 0.042206645 , time: 0.034603007
T1:: insert: 0.9905783 , time: 0.034603007
T1:: insert: 0.8128921 , time: 0.034603007
T1:: insert: 0.3568644 , time: 0.034603007
T1:: insert: 0.6036004 , time: 0.035651583
T1:: insert: 0.69359577 , time: 0.035651583
Iterator:: 0.007664442 , 0.016269743 , 0.017046094 , 0.022406816 , 0.024284303 , 0.042206645 , 0.053655982 , 0.09414357 , 0.1052233 , 0.10817248 , 0.112128556 , 0.12955391 , 0.13625556 , 0.15618688 , 0.16768235 , 0.18632823 , 0.20304006 , 0.22648925 , 0.22743398 , 0.2355721 , 0.24479681 , 0.25302714 , 0.25722533 , 0.25999367 , 0.26412302 , 0.26589042 , 0.2746017 , 0.31424302 , 0.31935138 , 0.32315505 , 0.32807505 , 0.33222216 , 0.35176665 , 0.3568644 , 0.3745792 , 0.3861375 , 0.39183944 , 0.40533102 , 0.41651565 , 0.42434675 , 0.42490906 , 0.43286347 , 0.43497032 , 0.43955278 , 0.44847977 , 0.45548975 , 0.45651037 , 0.45796204 , 0.4784448 , 0.5127873 , 0.52047485 , 0.5231117 , 0.5342517 , 0.54534686 , 0.54712 , 0.54869086 , 0.5525663 , 0.5625761 , 0.5680343 , 0.58830756 , 0.5915092 , 0.5925827 , 0.6036004 , 0.60821813 , 0.6117274 , 0.62406886 , 0.6540021 , 0.66258 , 0.66907215 , 0.69359577 , 0.69706464 , 0.71458584 , 0.727938 , 0.74998426 , 0.7679252 , 0.7750365 , 0.79883814 , 0.80160344 , 0.80198944 , 0.8128921 , 0.82662666 , 0.8276498 , 0.8314613 , 0.8349928 , 0.83569485 , 0.8636834 , 0.8735281 , 0.8742137 , 0.8757544 , 0.8887044 , 0.8966474 , 0.9123215 , 0.9303881 , 0.96842396 , 0.978255 , 0.98532283 , 0.9905783
T1:: insert: 0.21691507 , time: 0.035651583
T1:: insert: 0.41663796 , time: 0.035651583
T1:: insert: 0.82009816 , time: 0.035651583
T1:: insert: 0.9120432 , time: 0.03670016
T1:: insert: 0.4228984 , time: 0.03670016
T1:: insert: 0.8986443 , time: 0.03670016
T1:: insert: 0.7966885 , time: 0.03670016
T1:: insert: 0.02731514 , time: 0.03670016
T1:: insert: 0.46335888 , time: 0.03670016
T1:: insert: 0.9418402 , time: 0.037748735
T1:: insert: 0.10881901 , time: 0.037748735
T1:: insert: 0.5668982 , time: 0.037748735
T1:: insert: 0.028528392 , time: 0.037748735
T1:: insert: 0.45575172 , time: 0.037748735
T1:: insert: 0.41589403 , time: 0.03879731
Iterator:: 0.007664442 , 0.016269743 , 0.017046094 , 0.022406816 , 0.024284303 , 0.02731514 , 0.028528392 , 0.042206645 , 0.053655982 , 0.09414357 , 0.1052233 , 0.10817248 , 0.10881901 , 0.112128556 , 0.12955391 , 0.13625556 , 0.15618688 , 0.16768235 , 0.18632823 , 0.20304006 , 0.21691507 , 0.22648925 , 0.22743398 , 0.2355721 , 0.24479681 , 0.25302714 , 0.25722533 , 0.25999367 , 0.26412302 , 0.26589042 , 0.2746017 , 0.31424302 , 0.31935138 , 0.32315505 , 0.32807505 , 0.33222216 , 0.35176665 , 0.3568644 , 0.3745792 , 0.3861375 , 0.39183944 , 0.40533102 , 0.41651565 , 0.41663796 , 0.4228984 , 0.42434675 , 0.42490906 , 0.43286347 , 0.43497032 , 0.43955278 , 0.44847977 , 0.45548975 , 0.45575172 , 0.45651037 , 0.45796204 , 0.46335888 , 0.4784448 , 0.5127873 , 0.52047485 , 0.5231117 , 0.5342517 , 0.54534686 , 0.54712 , 0.54869086 , 0.5525663 , 0.5625761 , 0.5668982 , 0.5680343 , 0.58830756 , 0.5915092 , 0.5925827 , 0.6036004 , 0.60821813 , 0.6117274 , 0.62406886 , 0.6540021 , 0.66258 , 0.66907215 , 0.69359577 , 0.69706464 , 0.71458584 , 0.727938 , 0.74998426 , 0.7679252 , 0.7750365 , 0.7966885 , 0.79883814 , 0.80160344 , 0.80198944 , 0.8128921 , 0.82009816 , 0.82662666 , 0.8276498 , 0.8314613 , 0.8349928 , 0.83569485 , 0.8636834 , 0.8735281 , 0.8742137 , 0.8757544 , 0.8887044 , 0.8966474 , 0.8986443 , 0.9120432 , 0.9123215 , 0.9303881 , 0.9418402 , 0.96842396 , 0.978255 , 0.98532283 , 0.9905783
T1:: insert: 0.033002615 , time: 0.03879731
T1:: insert: 0.24033338 , time: 0.03879731
T1:: insert: 0.92181325 , time: 0.03879731
T1:: insert: 0.40438932 , time: 0.03879731
T1:: insert: 0.7653568 , time: 0.03879731
T1:: insert: 0.19921404 , time: 0.039845888
T1:: insert: 0.708045 , time: 0.039845888
T1:: insert: 0.44214678 , time: 0.039845888
T1:: insert: 0.07054645 , time: 0.039845888
T1:: insert: 0.6703114 , time: 0.039845888
T1:: insert: 0.6927153 , time: 0.039845888
T1:: insert: 0.24042583 , time: 0.039845888
T1:: insert: 0.51436025 , time: 0.040894464
T1:: insert: 0.783487 , time: 0.040894464
T1:: insert: 0.7700266 , time: 0.040894464
Iterator:: 0.007664442 , 0.016269743 , 0.017046094 , 0.022406816 , 0.024284303 , 0.02731514 , 0.028528392 , 0.033002615 , 0.042206645 , 0.053655982 , 0.07054645 , 0.09414357 , 0.1052233 , 0.10817248 , 0.10881901 , 0.112128556 , 0.12955391 , 0.13625556 , 0.15618688 , 0.16768235 , 0.18632823 , 0.19921404 , 0.20304006 , 0.21691507 , 0.22648925 , 0.22743398 , 0.2355721 , 0.24033338 , 0.24042583 , 0.24479681 , 0.25302714 , 0.25722533 , 0.25999367 , 0.26412302 , 0.26589042 , 0.2746017 , 0.31424302 , 0.31935138 , 0.32315505 , 0.32807505 , 0.33222216 , 0.35176665 , 0.3568644 , 0.3745792 , 0.3861375 , 0.39183944 , 0.40438932 , 0.40533102 , 0.41589403 , 0.41651565 , 0.41663796 , 0.4228984 , 0.42434675 , 0.42490906 , 0.43286347 , 0.43497032 , 0.43955278 , 0.44214678 , 0.44847977 , 0.45548975 , 0.45575172 , 0.45651037 , 0.45796204 , 0.46335888 , 0.4784448 , 0.5127873 , 0.51436025 , 0.52047485 , 0.5231117 , 0.5342517 , 0.54534686 , 0.54712 , 0.54869086 , 0.5525663 , 0.5625761 , 0.5668982 , 0.5680343 , 0.58830756 , 0.5915092 , 0.5925827 , 0.6036004 , 0.60821813 , 0.6117274 , 0.62406886 , 0.6540021 , 0.66258 , 0.66907215 , 0.6703114 , 0.6927153 , 0.69359577 , 0.69706464 , 0.708045 , 0.71458584 , 0.727938 , 0.74998426 , 0.7653568 , 0.7679252 , 0.7700266 , 0.7750365 , 0.783487 , 0.7966885 , 0.79883814 , 0.80160344 , 0.80198944 , 0.8128921 , 0.82009816 , 0.82662666 , 0.8276498 , 0.8314613 , 0.8349928 , 0.83569485 , 0.8636834 , 0.8735281 , 0.8742137 , 0.8757544 , 0.8887044 , 0.8966474 , 0.8986443 , 0.9120432 , 0.9123215 , 0.92181325 , 0.9303881 , 0.9418402 , 0.96842396 , 0.978255 , 0.98532283 , 0.9905783
T1:: insert: 0.4760819 , time: 0.040894464
T1:: insert: 0.026858926 , time: 0.04194304
---------------------------------
